PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_down.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_902	chr5	16051630	16051630	+	14.7617	NA	Intergenic	MLT1H|LTR|ERVL-MaLR	116448	NR_030616	100126347		NR_030616	ENSG00000216077	MIR887	MIRN887|hsa-mir-887	microRNA 887	ncRNA
master_peak_252	chr5	4385100	4385100	+	14.6476	NA	Intergenic	Intergenic	-388381	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
master_peak_5624	chr5	129245749	129245749	+	14.5376	NA	Intergenic	Intergenic	148061	NR_039776	100616175		NR_039776	ENSG00000264563	MIR4633	-	microRNA 4633	ncRNA
master_peak_6084	chr5	137576216	137576216	+	14.5091	NA	Intergenic	Intergenic	71433	NR_030588	100126343		NR_030588	ENSG00000216009	MIR874	MIRN874|hsa-mir-874|mir-874	microRNA 874	ncRNA
master_peak_2045	chr5	44715257	44715257	+	14.4887	NA	Intergenic	MER72|LTR|ERV1	93536	NR_109864	100506674	Hs.575213	NR_109862		MRPS30-DT	BRCAT54	MRPS30 divergent transcript	ncRNA
master_peak_417	chr5	7991521	7991521	+	14.4551	NA	Intergenic	L2a|LINE|L2	122373	NR_157168	4552	Hs.481551	NM_002454	ENSG00000124275	MTRR	MSR|cblE	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	protein-coding
master_peak_7522	chr5	161934859	161934859	+	14.4129	NA	intron (NR_126372, intron 1 of 2)	Tigger1|DNA|TcMar-Tigger	66337	NR_126372	104326188		NR_126372		LINC01202	-	long intergenic non-protein coding RNA 1202	ncRNA
master_peak_7819	chr5	169095222	169095222	+	14.3805	NA	intron (NM_003062, intron 4 of 35)	intron (NM_003062, intron 4 of 35)	81995	NR_109897	728095	Hs.145601	NR_109897		LOC728095	-	uncharacterized LOC728095	ncRNA
master_peak_437	chr5	8397148	8397148	+	14.3163	NA	intron (NR_039984, intron 2 of 5)	intron (NR_039984, intron 2 of 5)	60416	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_7487	chr5	160798914	160798914	+	14.3063	NA	intron (NM_001366652, intron 1 of 24)	AluSx|SINE|Alu	53297	NM_001366655	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
master_peak_492	chr5	9251779	9251779	+	14.1639	NA	intron (NM_003966, intron 5 of 22)	intron (NM_003966, intron 5 of 22)	-197884	NR_039779	100616326		NR_039779	ENSG00000266415	MIR4636	mir-4636	microRNA 4636	ncRNA
master_peak_449	chr5	8602307	8602307	+	14.0559	NA	Intergenic	Intergenic	141382	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
master_peak_2081	chr5	46096888	46096888	+	13.9387	NA	Intergenic	Intergenic	-400508	NM_021072	348980	Hs.353176	NM_021072	ENSG00000164588	HCN1	BCNG-1|BCNG1|EIEE24|HAC-2	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein-coding
master_peak_7499	chr5	161094754	161094754	+	13.8109	NA	Intergenic	Intergenic	-156128	NR_151858	285629	Hs.554279	NR_027111	ENSG00000253417	LINC02159	-	long intergenic non-protein coding RNA 2159	ncRNA
master_peak_7250	chr5	157076896	157076896	+	13.7343	NA	Intergenic	AluSx1|SINE|Alu	-17780	NM_001308156	26762	Hs.129711	NM_012206	ENSG00000113249	HAVCR1	CD365|HAVCR|HAVCR-1|KIM-1|KIM1|TIM|TIM-1|TIM1|TIMD-1|TIMD1	hepatitis A virus cellular receptor 1	protein-coding
master_peak_5022	chr5	114744787	114744787	+	13.7291	NA	intron (NR_130785, intron 1 of 12)	MSTA-int|LTR|ERVL-MaLR	28626	NR_130785	101927078	Hs.160027	NR_130785		LOC101927078	-	uncharacterized LOC101927078	ncRNA
master_peak_7622	chr5	164345618	164345618	+	13.7235	NA	Intergenic	Intergenic	121784	NR_105064	101927835	Hs.735171	NR_105064	ENSG00000253236	LINC02143	-	long intergenic non-protein coding RNA 2143	ncRNA
master_peak_7114	chr5	153263569	153263569	+	13.5965	NA	Intergenic	Intergenic	-226955	NM_001114183	2890	Hs.519693	NM_000827	ENSG00000155511	GRIA1	GLUH1|GLUR1|GLURA|GluA1|HBGR1	glutamate ionotropic receptor AMPA type subunit 1	protein-coding
master_peak_901	chr5	16037472	16037472	+	13.5793	NA	Intergenic	Intergenic	102290	NR_030616	100126347		NR_030616	ENSG00000216077	MIR887	MIRN887|hsa-mir-887	microRNA 887	ncRNA
master_peak_7617	chr5	164296940	164296940	+	13.4964	NA	Intergenic	Intergenic	170462	NR_105064	101927835	Hs.735171	NR_105064	ENSG00000253236	LINC02143	-	long intergenic non-protein coding RNA 2143	ncRNA
master_peak_7506	chr5	161286511	161286511	+	13.3901	NA	Intergenic	Intergenic	261613	NM_021911	2561	Hs.303527	NM_000813	ENSG00000145864	GABRB2	ICEE2	gamma-aminobutyric acid type A receptor beta2 subunit	protein-coding
master_peak_385	chr5	7067225	7067225	+	13.3844	NA	Intergenic	Intergenic	202129	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA
master_peak_1376	chr5	32071890	32071890	+	13.3659	NA	intron (NM_178140, intron 16 of 24)	intron (NM_178140, intron 16 of 24)	102429	NM_022130	64083	Hs.408909	NM_022130	ENSG00000113384	GOLPH3	GOPP1|GPP34|MIDAS|Vps74	golgi phosphoprotein 3	protein-coding
master_peak_5602	chr5	128645320	128645320	+	13.3139	NA	Intergenic	Charlie7a|DNA|hAT-Charlie	-107075	NM_001999	2201	Hs.519294	NM_001999	ENSG00000138829	FBN2	CCA|DA9|EOMD	fibrillin 2	protein-coding
master_peak_7205	chr5	155024481	155024481	+	13.3124	NA	Intergenic	Intergenic	10726	NM_001099293	285643	Hs.567824	NM_001099293	ENSG00000226650	KIF4B	-	kinesin family member 4B	protein-coding
master_peak_441	chr5	8478720	8478720	+	13.1606	NA	Intergenic	MER57A1|LTR|ERV1	17795	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
master_peak_6583	chr5	144421771	144421771	+	13.118	NA	intron (NM_001370487, intron 2 of 2)	intron (NM_001370487, intron 2 of 2)	216380	NM_001370487	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
master_peak_7518	chr5	161793740	161793740	+	13.0848	NA	Intergenic	LTR86B2|LTR|ERVL	-53451	NM_000806	2554	Hs.175934	NM_000806	ENSG00000022355	GABRA1	ECA4|EIEE19|EJM|EJM5	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding
master_peak_7026	chr5	151086072	151086072	+	13.0047	NA	intron (NM_001252390, intron 1 of 17)	intron (NM_001252390, intron 1 of 17)	1094	NM_001252392	10318	Hs.355141	NM_006058	ENSG00000145901	TNIP1	ABIN-1|NAF1|VAN|nip40-1	TNFAIP3 interacting protein 1	protein-coding
master_peak_7879	chr5	170306672	170306672	+	12.799	NA	Intergenic	Intergenic	6044	NR_147701	100128059	Hs.587351	NR_147701	ENSG00000250274	LOC100128059	-	uncharacterized LOC100128059	ncRNA
master_peak_447	chr5	8535450	8535450	+	12.7779	NA	Intergenic	L2c|LINE|L2	74525	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
master_peak_2547	chr5	59329127	59329127	+	12.6946	NA	intron (NM_001165899, intron 3 of 16)	intron (NM_001165899, intron 3 of 16)	27843	NM_001197219	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_395	chr5	7638946	7638946	+	12.6476	NA	intron (NM_020546, intron 4 of 24)	THE1B|LTR|ERVL-MaLR	212187	NM_001089584	134121	Hs.709979	NM_001089584	ENSG00000215217	C5orf49	-	chromosome 5 open reading frame 49	protein-coding
master_peak_8143	chr5	175060282	175060282	+	12.5238	NA	Intergenic	Intergenic	-64551	NR_046113	441116	Hs.533036	NM_001004348	ENSG00000204754	LINC01951	-	long intergenic non-protein coding RNA 1951	ncRNA
master_peak_5614	chr5	128974957	128974957	+	12.4537	NA	intron (NM_001017372, intron 1 of 9)	intron (NM_001017372, intron 1 of 9)	9469	NM_001017372	28965	Hs.49765	NM_014031	ENSG00000113396	SLC27A6	ACSVL2|FACVL2|FATP6|VLCS-H1	solute carrier family 27 member 6	protein-coding
master_peak_393	chr5	7411481	7411481	+	12.3525	NA	intron (NM_020546, intron 1 of 24)	ORSL|DNA|hAT-Tip100	15343	NM_020546	108	Hs.481545	NM_020546	ENSG00000078295	ADCY2	AC2|HBAC2	adenylate cyclase 2	protein-coding
master_peak_7564	chr5	163164235	163164235	+	12.2744	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	-273336	NM_001364015	900	Hs.79101	NM_004060	ENSG00000113328	CCNG1	CCNG	cyclin G1	protein-coding
master_peak_2789	chr5	64637549	64637549	+	12.235	NA	Intergenic	Intergenic	-52954	NM_001164442	100132916	Hs.591776	NM_001164442	ENSG00000145642	SHISAL2B	FAM159B	shisa like 2B	protein-coding
master_peak_6593	chr5	144779706	144779706	+	12.169	NA	Intergenic	MIR|SINE|MIR	574315	NM_001370487	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
master_peak_429	chr5	8272723	8272723	+	12.0561	NA	Intergenic	Intergenic	184841	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_7521	chr5	161848510	161848510	+	12.0506	NA	promoter-TSS (NM_001127645)	promoter-TSS (NM_001127645)	-46	NM_001127645	2554	Hs.175934	NM_000806	ENSG00000022355	GABRA1	ECA4|EIEE19|EJM|EJM5	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding
master_peak_2258	chr5	54159521	54159521	+	12.0303	NA	intron (NM_019087, intron 2 of 4)	MIR3|SINE|MIR	151052	NM_019087	54622	Hs.659125	NM_019087	ENSG00000185305	ARL15	ARFRP2	ADP ribosylation factor like GTPase 15	protein-coding
master_peak_234	chr5	3662272	3662272	+	11.9233	NA	Intergenic	Intergenic	66440	NM_024337	79192	Hs.424156	NM_024337	ENSG00000170549	IRX1	IRX-5|IRXA1	iroquois homeobox 1	protein-coding
master_peak_423	chr5	8149866	8149866	+	11.8266	NA	Intergenic	AluSc|SINE|Alu	280718	NR_157168	4552	Hs.481551	NM_002454	ENSG00000124275	MTRR	MSR|cblE	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	protein-coding
master_peak_6212	chr5	139493059	139493059	+	11.8241	NA	Intergenic	Intergenic	-10301	NM_001301738	340061	Hs.379754	NM_198282	ENSG00000184584	TMEM173	ERIS|MITA|MPYS|NET23|SAVI|STING|STING-beta|hMITA|hSTING	transmembrane protein 173	protein-coding
master_peak_244	chr5	4144455	4144455	+	11.815	NA	Intergenic	Intergenic	548623	NM_024337	79192	Hs.424156	NM_024337	ENSG00000170549	IRX1	IRX-5|IRXA1	iroquois homeobox 1	protein-coding
master_peak_7594	chr5	163706714	163706714	+	11.8049	NA	Intergenic	MIRc|SINE|MIR	201095	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2B	protein-coding
master_peak_6394	chr5	141821792	141821792	+	11.7928	NA	Intergenic	Intergenic	44410	NM_001278615	5097	Hs.79769	NM_002587	ENSG00000156453	PCDH1	PC42|PCDH42	protocadherin 1	protein-coding
master_peak_7851	chr5	169745936	169745936	+	11.6669	NA	intron (NR_156756, intron 22 of 52)	intron (NR_156756, intron 22 of 52)	108661	NR_156756	1794	Hs.586174	NM_004946	ENSG00000134516	DOCK2	IMD40	dedicator of cytokinesis 2	protein-coding
master_peak_7634	chr5	164934412	164934412	+	11.6252	NA	Intergenic	L1PA7|LINE|L1	464133	NR_105065	102546299	Hs.437730	NR_105065	ENSG00000241956	LOC102546299	-	uncharacterized LOC102546299	ncRNA
master_peak_7511	chr5	161507935	161507935	+	11.5736	NA	intron (NM_000813, intron 4 of 9)	L1MEc|LINE|L1	40189	NM_021911	2561	Hs.303527	NM_000813	ENSG00000145864	GABRB2	ICEE2	gamma-aminobutyric acid type A receptor beta2 subunit	protein-coding
master_peak_5139	chr5	117882100	117882100	+	11.5568	NA	intron (NR_104997, intron 1 of 2)	intron (NR_104997, intron 1 of 2)	151739	NR_104997	102467224	Hs.134230	NR_104997		LINC02147	-	long intergenic non-protein coding RNA 2147	ncRNA
master_peak_7490	chr5	160930780	160930780	+	11.5101	NA	TTS (NR_027111)	TTS (NR_027111)	7846	NR_027111	285629	Hs.554279	NR_027111	ENSG00000253417	LINC02159	-	long intergenic non-protein coding RNA 2159	ncRNA
master_peak_7484	chr5	160686111	160686111	+	11.247	NA	promoter-TSS (NM_001366658)	promoter-TSS (NM_001366658)	-720	NM_001366658	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
master_peak_7110	chr5	153157558	153157558	+	11.1727	NA	Intergenic	L2a|LINE|L2	-185209	NR_109877	101927134	Hs.531423	NR_109877	ENSG00000249484	LINC01470	-	long intergenic non-protein coding RNA 1470	ncRNA
master_peak_431	chr5	8322902	8322902	+	11.172	NA	Intergenic	Intergenic	134662	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_7112	chr5	153212845	153212845	+	11.1087	NA	Intergenic	MIR|SINE|MIR	-240496	NR_109877	101927134	Hs.531423	NR_109877	ENSG00000249484	LINC01470	-	long intergenic non-protein coding RNA 1470	ncRNA
master_peak_7249	chr5	157050100	157050100	+	11.0433	NA	intron (NM_001173393, intron 4 of 8)	intron (NM_001173393, intron 4 of 8)	8141	NM_012206	26762	Hs.129711	NM_012206	ENSG00000113249	HAVCR1	CD365|HAVCR|HAVCR-1|KIM-1|KIM1|TIM|TIM-1|TIM1|TIMD-1|TIMD1	hepatitis A virus cellular receptor 1	protein-coding
master_peak_7228	chr5	156096687	156096687	+	11.0071	NA	Intergenic	LTR38|LTR|ERV1	-230070	NM_000337	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|LGMDR6|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
master_peak_263	chr5	4615847	4615847	+	11.0016	NA	Intergenic	L1PA2|LINE|L1	-157634	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
master_peak_2040	chr5	44389462	44389462	+	10.9695	NA	promoter-TSS (NM_004465)	promoter-TSS (NM_004465)	-42	NM_004465	2255	Hs.248049	NM_004465	ENSG00000070193	FGF10	-	fibroblast growth factor 10	protein-coding
master_peak_6762	chr5	148094723	148094723	+	10.689	NA	intron (NM_006846, intron 9 of 32)	intron (NM_006846, intron 9 of 32)	30743	NM_001127699	11005	Hs.331555	NM_006846	ENSG00000133710	SPINK5	LEKTI|LETKI|NETS|NS|VAKTI	serine peptidase inhibitor, Kazal type 5	protein-coding
master_peak_7115	chr5	153353069	153353069	+	10.4661	NA	Intergenic	Intergenic	-137455	NM_001114183	2890	Hs.519693	NM_000827	ENSG00000155511	GRIA1	GLUH1|GLUR1|GLURA|GluA1|HBGR1	glutamate ionotropic receptor AMPA type subunit 1	protein-coding
master_peak_5671	chr5	130837367	130837367	+	10.3876	NA	Intergenic	Intergenic	327889	NM_005340	3094	Hs.483305	NM_005340	ENSG00000169567	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding
master_peak_869	chr5	15367026	15367026	+	10.3757	NA	Intergenic	Intergenic	-100466	NR_109944	101929454	Hs.453273	NR_109944		LINC02149	-	long intergenic non-protein coding RNA 2149	ncRNA
master_peak_8139	chr5	174838434	174838434	+	10.1503	NA	Intergenic	Intergenic	86700	NR_039777	100616202		NR_039777	ENSG00000266890	MIR4634	-	microRNA 4634	ncRNA
master_peak_1566	chr5	35405153	35405153	+	10.0922	NA	Intergenic	LTR16C|LTR|ERVL	-174666	NM_000949	5618	Hs.368587	NM_000949	ENSG00000113494	PRLR	HPRL|MFAB|RI-PRLR|hPRLrI	prolactin receptor	protein-coding
master_peak_209	chr5	2429575	2429575	+	10.035	NA	Intergenic	Intergenic	-117374	NR_104616	100506858	Hs.445071	NR_104616		LOC100506858	-	uncharacterized LOC100506858	ncRNA
master_peak_4818	chr5	110054695	110054695	+	9.99256	NA	Intergenic	Intergenic	171513	NR_033175	100289673	Hs.368405	NR_033175		LINC01848	-	long intergenic non-protein coding RNA 1848	ncRNA
master_peak_6746	chr5	147810433	147810433	+	9.96078	NA	Intergenic	MLT1H|LTR|ERVL-MaLR	-27705	NM_001282282	9832	Hs.740461	NM_014790	ENSG00000176049	JAKMIP2	JAMIP2|NECC1	janus kinase and microtubule interacting protein 2	protein-coding
master_peak_6594	chr5	145057223	145057223	+	9.92966	NA	Intergenic	Intergenic	778119	NM_205846	153768	Hs.314261	NM_138492	ENSG00000186314	PRELID2	-	PRELI domain containing 2	protein-coding
master_peak_211	chr5	2430985	2430985	+	9.90744	NA	Intergenic	Intergenic	-118784	NR_104616	100506858	Hs.445071	NR_104616		LOC100506858	-	uncharacterized LOC100506858	ncRNA
master_peak_1049	chr5	18614355	18614355	+	9.88907	NA	Intergenic	L2a|LINE|L2	807081	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_3891	chr5	88398064	88398064	+	9.70111	NA	intron (NR_105020, intron 1 of 2)	intron (NR_105020, intron 1 of 2)	5869	NR_105020	100505894	Hs.559426	NR_039993	ENSG00000247828	TMEM161B-AS1	linc-POLR3G-8	TMEM161B antisense RNA 1	ncRNA
master_peak_565	chr5	10334009	10334009	+	9.69406	NA	Intergenic	Intergenic	-19686	NM_001270660	10299	Hs.432862	NM_005885	ENSG00000145495	MARCH6	DOA10|MARCH-VI|RNF176|TEB4	membrane associated ring-CH-type finger 6	protein-coding
master_peak_1610	chr5	36357785	36357785	+	9.58519	NA	Intergenic	Intergenic	-55883	NM_001323278	202151	Hs.199777	NM_145000	ENSG00000164188	RANBP3L	-	RAN binding protein 3 like	protein-coding
master_peak_3632	chr5	81779439	81779439	+	9.48853	NA	Intergenic	Intergenic	-28186	NM_001345886	23635	Hs.102735	NM_012446	ENSG00000145687	SSBP2	HSPC116|SOSS-B2	single stranded DNA binding protein 2	protein-coding
master_peak_6767	chr5	148202860	148202860	+	9.47655	NA	promoter-TSS (NM_205841)	promoter-TSS (NM_205841)	66	NM_001195290	404203	Hs.334274	NM_205841	ENSG00000178172	SPINK6	BUSI2|UNQ844	serine peptidase inhibitor, Kazal type 6	protein-coding
master_peak_442	chr5	8491599	8491599	+	9.45806	NA	Intergenic	MIRb|SINE|MIR	30674	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
master_peak_7277	chr5	157460357	157460357	+	9.39298	NA	promoter-TSS (NR_136204)	promoter-TSS (NR_136204)	-257	NR_136204	102724404	Hs.570889	NR_136204		LOC102724404	-	uncharacterized LOC102724404	ncRNA
master_peak_1514	chr5	34534576	34534576	+	9.37755	NA	Intergenic	Intergenic	-121752	NM_015577	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
master_peak_5513	chr5	127073684	127073684	+	9.30392	NA	promoter-TSS (NM_001164478)	promoter-TSS (NM_001164478)	-192	NM_001164478	401207	Hs.49573	NM_001164478	ENSG00000164241	C5orf63	YDR286C	chromosome 5 open reading frame 63	protein-coding
master_peak_5637	chr5	129671298	129671298	+	9.27181	NA	intron (NM_133638, intron 16 of 22)	L2|LINE|L2	-76796	NM_001257308	100127206	Hs.582534	NM_001257308	ENSG00000186367	MINAR2	KIAA1024L	membrane integral NOTCH2 associated receptor 2	protein-coding
master_peak_2038	chr5	44321518	44321518	+	9.22908	NA	intron (NM_004465, intron 1 of 2)	Charlie3|DNA|hAT-Charlie	-67214	NR_108034	101927075	Hs.617390	NR_108034	ENSG00000248464	FGF10-AS1	-	FGF10 antisense RNA 1	ncRNA
master_peak_398	chr5	7728461	7728461	+	9.22908	NA	intron (NM_020546, intron 14 of 24)	intron (NM_020546, intron 14 of 24)	122672	NM_001089584	134121	Hs.709979	NM_001089584	ENSG00000215217	C5orf49	-	chromosome 5 open reading frame 49	protein-coding
master_peak_1333	chr5	30918576	30918576	+	9.16082	NA	Intergenic	MLT2A1|LTR|ERVL	-275110	NM_004932	1004	Hs.124776	NM_004932	ENSG00000113361	CDH6	CAD6|KCAD	cadherin 6	protein-coding
master_peak_7239	chr5	156473596	156473596	+	9.16019	NA	intron (NM_001128209, intron 2 of 7)	intron (NM_001128209, intron 2 of 7)	146432	NM_001128209	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|LGMDR6|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
master_peak_5670	chr5	130795412	130795412	+	9.15599	NA	Intergenic	Intergenic	369844	NM_005340	3094	Hs.483305	NM_005340	ENSG00000169567	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding
master_peak_6768	chr5	148224694	148224694	+	9.13208	NA	Intergenic	Intergenic	-13831	NM_001363511	105378220	Hs.534838	NM_001363511	ENSG00000248109	MARCOL	-	MARCO like	protein-coding
master_peak_5142	chr5	118126605	118126605	+	9.09591	NA	intron (NR_104997, intron 2 of 2)	FLAM_C|SINE|Alu	-155969	NR_104609	100505811	Hs.369776	NR_104609	ENSG00000250427	LINC02148	HNCAT21	long intergenic non-protein coding RNA 2148	ncRNA
master_peak_7519	chr5	161805718	161805718	+	9.01106	NA	Intergenic	MIR|SINE|MIR	-41473	NM_000806	2554	Hs.175934	NM_000806	ENSG00000022355	GABRA1	ECA4|EIEE19|EJM|EJM5	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding
master_peak_7242	chr5	156879957	156879957	+	8.98415	NA	Intergenic	Intergenic	29662	NM_206858	153743	Hs.567727	NM_206858	ENSG00000231989	PPP1R2B	PPP1R2P3	PPP1R2 family member B	protein-coding
master_peak_7496	chr5	161079163	161079163	+	8.91666	NA	Intergenic	Intergenic	-140537	NR_151858	285629	Hs.554279	NR_027111	ENSG00000253417	LINC02159	-	long intergenic non-protein coding RNA 2159	ncRNA
master_peak_7451	chr5	160188532	160188532	+	8.90912	NA	intron (NM_001130958, intron 1 of 6)	intron (NM_001130958, intron 1 of 6)	1151	NM_001130958	2172	Hs.519719	NM_001445	ENSG00000170231	FABP6	I-15P|I-BABP|I-BALB|I-BAP|ILBP|ILBP3|ILLBP	fatty acid binding protein 6	protein-coding
master_peak_5628	chr5	129379729	129379729	+	8.89137	NA	Intergenic	Intergenic	17418	NR_039665	100616325		NR_039665	ENSG00000265691	MIR4460	-	microRNA 4460	ncRNA
master_peak_656	chr5	11766571	11766571	+	8.88104	NA	intron (NM_001288717, intron 1 of 20)	THE1B|LTR|ERVL-MaLR	137875	NM_001332	1501	Hs.314543	NM_001332	ENSG00000169862	CTNND2	GT24|NPRAP	catenin delta 2	protein-coding
master_peak_1577	chr5	35803551	35803551	+	8.8614	NA	intron (NM_024867, intron 34 of 36)	intron (NM_024867, intron 34 of 36)	-53340	NM_002185	3575	Hs.591742	NM_002185	ENSG00000168685	IL7R	CD127|CDW127|IL-7R-alpha|IL7RA|ILRA	interleukin 7 receptor	protein-coding
master_peak_238	chr5	3845587	3845587	+	8.81714	NA	Intergenic	Intergenic	249755	NM_024337	79192	Hs.424156	NM_024337	ENSG00000170549	IRX1	IRX-5|IRXA1	iroquois homeobox 1	protein-coding
master_peak_424	chr5	8209904	8209904	+	8.77228	NA	Intergenic	Intergenic	247660	NR_039984	729506	Hs.566412	NR_039984	ENSG00000245729	LINC02226	-	long intergenic non-protein coding RNA 2226	ncRNA
master_peak_8482	chr5	180886303	180886303	+	8.62797	NA	Intergenic	L1PA6|LINE|L1	-12774	NM_024850	79908	Hs.189109	NM_024850	ENSG00000113303	BTNL8	BTN9.2	butyrophilin like 8	protein-coding
master_peak_8312	chr5	177538174	177538174	+	8.6254	NA	intron (NM_001366499, intron 2 of 10)	intron (NM_001366499, intron 2 of 10)	15921	NM_001366500	54540	Hs.484289	NM_019057	ENSG00000146067	FAM193B	IRIZIO	family with sequence similarity 193 member B	protein-coding
master_peak_7486	chr5	160787152	160787152	+	8.62051	NA	intron (NM_001366652, intron 1 of 24)	intron (NM_001366652, intron 1 of 24)	65059	NM_001366655	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
master_peak_8334	chr5	178014239	178014239	+	8.51573	NA	intron (NR_149722, intron 2 of 15)	intron (NR_149722, intron 2 of 15)	5042	NR_159407	653316	Hs.652193	NM_001079527	ENSG00000204677	FAM153CP	FAM153C|NY-REN-7-like	family with sequence similarity 153 member C	pseudo
master_peak_7225	chr5	155926314	155926314	+	8.49427	NA	Intergenic	Intergenic	-400443	NM_000337	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|LGMDR6|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
master_peak_7520	chr5	161847172	161847172	+	8.48324	NA	promoter-TSS (NM_001127643)	promoter-TSS (NM_001127643)	-19	NM_000806	2554	Hs.175934	NM_000806	ENSG00000022355	GABRA1	ECA4|EIEE19|EJM|EJM5	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding
master_peak_7494	chr5	161052486	161052486	+	8.4763	NA	Intergenic	Intergenic	-113860	NR_151858	285629	Hs.554279	NR_027111	ENSG00000253417	LINC02159	-	long intergenic non-protein coding RNA 2159	ncRNA
master_peak_5990	chr5	135930284	135930284	+	8.44415	NA	promoter-TSS (NR_152420)	promoter-TSS (NR_152420)	-13	NR_152420	26223	Hs.591275	NM_012159		FBXL21P	FBL3B|FBXL21|FBXL3B|FBXL3P|Fbl21	F-box and leucine rich repeat protein 21, pseudogene	pseudo
master_peak_2969	chr5	67935300	67935300	+	8.3252	NA	Intergenic	Intergenic	142087	NR_130779	101928858	Hs.334066	NR_130779	ENSG00000249364	LOC101928858	-	uncharacterized LOC101928858	ncRNA
master_peak_7478	chr5	160548923	160548923	+	8.28552	NA	Intergenic	Intergenic	63571	NR_029701	406938		NR_029701	ENSG00000283733	MIR146A	MIRN146|MIRN146A|miR-146a|miRNA146A	microRNA 146a	ncRNA
master_peak_6748	chr5	147839475	147839475	+	8.03398	NA	promoter-TSS (NM_003122)	promoter-TSS (NM_003122)	-244	NM_001354966	6690	Hs.407856	NM_003122	ENSG00000164266	SPINK1	PCTT|PSTI|Spink3|TATI|TCP	serine peptidase inhibitor, Kazal type 1	protein-coding
