PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_static.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_8258	chr5	176823044	176823044	+	25.688	NA	intron (NM_133369, intron 1 of 14)	L2|LINE|L2	12485	NM_133369	90249	Hs.33191	NM_133369	ENSG00000113763	UNC5A	UNC5H1	unc-5 netrin receptor A	protein-coding
master_peak_1232	chr5	26895252	26895252	+	25.6772	NA	intron (NM_016279, intron 7 of 11)	intron (NM_016279, intron 7 of 11)	143334	NM_016279	1007	Hs.272212	NM_016279	ENSG00000113100	CDH9	-	cadherin 9	protein-coding
master_peak_3582	chr5	80745912	80745912	+	25.6772	NA	intron (NM_002439, intron 12 of 23)	intron (NM_002439, intron 12 of 23)	-90929	NM_000791	1719	Hs.592364	NM_000791	ENSG00000228716	DHFR	DHFRP1|DYR	dihydrofolate reductase	protein-coding
master_peak_7627	chr5	164475703	164475703	+	25.6717	NA	intron (NR_105065, intron 1 of 3)	intron (NR_105065, intron 1 of 3)	5424	NR_105065	102546299	Hs.437730	NR_105065	ENSG00000241956	LOC102546299	-	uncharacterized LOC102546299	ncRNA
master_peak_2996	chr5	68444388	68444388	+	25.6703	NA	Intergenic	Intergenic	151811	NM_001242466	5295	Hs.132225	NM_181504	ENSG00000145675	PIK3R1	AGM7|GRB1|IMD36|p85|p85-ALPHA	phosphoinositide-3-kinase regulatory subunit 1	protein-coding
master_peak_3532	chr5	79774899	79774899	+	25.6605	NA	intron (NM_153610, intron 9 of 12)	intron (NM_153610, intron 9 of 12)	85063	NM_153610	202333	Hs.482625	NM_153610	ENSG00000164309	CMYA5	C5orf10|SPRYD2|TRIM76	cardiomyopathy associated 5	protein-coding
master_peak_1014	chr5	17907450	17907450	+	25.6525	NA	intron (NR_134286, intron 5 of 7)	intron (NR_134286, intron 5 of 7)	100176	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_268	chr5	4777815	4777815	+	25.6229	NA	Intergenic	Intergenic	4334	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
master_peak_2474	chr5	58086204	58086204	+	25.6213	NA	Intergenic	Intergenic	36137	NR_104669	101928569	Hs.319708	NR_104669		LINC02101	-	long intergenic non-protein coding RNA 2101	ncRNA
master_peak_4263	chr5	96094458	96094458	+	25.6206	NA	intron (NR_130776, intron 1 of 4)	intron (NR_130776, intron 1 of 4)	15320	NR_030309	693168		NR_030309	ENSG00000207578	MIR583	MIRN583|hsa-mir-583	microRNA 583	ncRNA
master_peak_8089	chr5	173830101	173830101	+	25.5447	NA	Intergenic	Intergenic	-39159	NR_108028	101928154	Hs.366725	NR_108028		LINC01485	-	long intergenic non-protein coding RNA 1485	ncRNA
master_peak_4751	chr5	108346004	108346004	+	25.5333	NA	intron (NM_001163315, intron 4 of 8)	intron (NM_001163315, intron 4 of 8)	36094	NM_001163315	64839	Hs.657225	NM_022824	ENSG00000145743	FBXL17	FBXO13|Fbl17|Fbx13	F-box and leucine rich repeat protein 17	protein-coding
master_peak_7204	chr5	155009056	155009056	+	25.5204	NA	Intergenic	Zaphod|DNA|hAT-Tip100	-4699	NM_001099293	285643	Hs.567824	NM_001099293	ENSG00000226650	KIF4B	-	kinesin family member 4B	protein-coding
master_peak_6986	chr5	150538694	150538694	+	25.4923	NA	intron (NM_001301063, intron 6 of 13)	intron (NM_001301063, intron 6 of 13)	30563	NM_001543	3340	Hs.222055	NM_001543	ENSG00000070614	NDST1	HSST|MRT46|NST1	N-deacetylase and N-sulfotransferase 1	protein-coding
master_peak_2193	chr5	52964585	52964585	+	25.4728	NA	Intergenic	Intergenic	-24767	NR_073106	3673	Hs.482077	NM_002203	ENSG00000164171	ITGA2	BR|CD49B|GPIa|HPA-5|VLA-2|VLAA2	integrin subunit alpha 2	protein-coding
master_peak_841	chr5	14822078	14822078	+	25.4675	NA	intron (NM_054027, intron 1 of 11)	intron (NM_054027, intron 1 of 11)	3934	NR_039780	100616271		NR_039780	ENSG00000264792	MIR4637	-	microRNA 4637	ncRNA
master_peak_5034	chr5	115088329	115088329	+	25.4214	NA	Intergenic	LTR16C|LTR|ERVL	81579	NM_001300759	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	ANPH|HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
master_peak_4289	chr5	96434498	96434498	+	25.4034	NA	intron (NR_130776, intron 4 of 4)	intron (NR_130776, intron 4 of 4)	-1250	NM_000439	5122	Hs.78977	NM_000439	ENSG00000175426	PCSK1	BMIQ12|NEC1|PC1|PC3|SPC3	proprotein convertase subtilisin/kexin type 1	protein-coding
master_peak_1111	chr5	20476427	20476427	+	25.4	NA	intron (NM_001349558, intron 1 of 15)	MLT1K|LTR|ERVL-MaLR	99286	NM_001349558	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
master_peak_680	chr5	12322397	12322397	+	25.398	NA	Intergenic	L1MB8|LINE|L1	-252460	NR_033383	404663	Hs.552273	NR_033383		LINC01194	CT49|TAG	long intergenic non-protein coding RNA 1194	ncRNA
master_peak_806	chr5	14400565	14400565	+	25.3862	NA	intron (NM_007118, intron 30 of 56)	intron (NM_007118, intron 30 of 56)	-63418	NR_145815	109623458		NR_145815		SNORD170	-	small nucleolar RNA, C/D box 170	snoRNA
master_peak_2028	chr5	43643734	43643734	+	25.3684	NA	intron (NM_012343, intron 7 of 21)	intron (NM_012343, intron 7 of 21)	-40504	NR_073113	100652772	Hs.482043	NR_073113		NNT-AS1	-	NNT antisense RNA 1	ncRNA
master_peak_389	chr5	7261427	7261427	+	25.3573	NA	Intergenic	LTR55|LTR|ERVL?	7927	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA
master_peak_5416	chr5	124928198	124928198	+	25.3154	NA	Intergenic	ERV3-16A3_LTR|LTR|ERVL	-108633	NR_109882	101927421	Hs.121305	NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
master_peak_6872	chr5	149474713	149474713	+	25.3129	NA	Intergenic	Intergenic	44067	NR_029686	406937		NR_029686	ENSG00000276365	MIR145	MIRN145|miR-145|miRNA145	microRNA 145	ncRNA
master_peak_6724	chr5	147464630	147464630	+	25.3058	NA	intron (NM_001197294, intron 1 of 13)	ERV3-16A3_I-int|LTR|ERVL	-10938	NM_001387	1809	Hs.519659	NM_001387	ENSG00000113657	DPYSL3	CRMP-4|CRMP4|DRP-3|DRP3|LCRMP|ULIP|ULIP-1	dihydropyrimidinase like 3	protein-coding
master_peak_5939	chr5	135215330	135215330	+	25.2931	NA	intron (NR_161235, intron 3 of 5)	L3b|LINE|CR1	32847	NR_037895	340073	Hs.434422	NR_037895	ENSG00000249647	C5orf66-AS2	-	C5orf66 antisense RNA 2	ncRNA
master_peak_5105	chr5	116138135	116138135	+	25.2885	NA	intron (NM_001308080, intron 5 of 6)	intron (NM_001308080, intron 5 of 6)	52673	NM_001308080	51397	Hs.483136	NM_016144	ENSG00000145781	COMMD10	PTD002	COMM domain containing 10	protein-coding
master_peak_7436	chr5	159965986	159965986	+	25.2645	NA	intron (NM_000679, intron 1 of 1)	AluSq2|SINE|Alu	-43114	NM_001282500	7265	Hs.519718	NM_003314	ENSG00000113312	TTC1	TPR1	tetratricopeptide repeat domain 1	protein-coding
master_peak_6147	chr5	138633374	138633374	+	25.262	NA	Intergenic	L2a|LINE|L2	-57973	NM_004134	3313	Hs.184233	NM_004134	ENSG00000113013	HSPA9	CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4	heat shock protein family A (Hsp70) member 9	protein-coding
master_peak_3041	chr5	69493970	69493970	+	25.229	NA	intron (NM_001205254, intron 1 of 8)	CpG	1180	NM_001205254	100506658	Hs.592605	NM_002538	ENSG00000197822	OCLN	BLCPMG|PPP1R115|PTORCH1	occludin	protein-coding
master_peak_4492	chr5	101051784	101051784	+	25.2282	NA	Intergenic	LTR16A1|LTR|ERVL	-148502	NM_005668	7903	Hs.308628	NM_005668	ENSG00000113532	ST8SIA4	PST|PST1|SIAT8D|ST8SIA-IV	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	protein-coding
master_peak_1865	chr5	40486906	40486906	+	25.2115	NA	Intergenic	Intergenic	-193009	NM_000958	5734	Hs.199248	NM_000958	ENSG00000171522	PTGER4	EP4|EP4R	prostaglandin E receptor 4	protein-coding
master_peak_2545	chr5	59299328	59299328	+	25.2019	NA	intron (NM_001165899, intron 3 of 16)	LTR16C|LTR|ERVL	-23213	NM_001197220	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_6751	chr5	147888280	147888280	+	25.159	NA	Intergenic	L2b|LINE|L2	9569	NM_054023	117156	Hs.483765	NM_054023	ENSG00000164265	SCGB3A2	LU103|PNSP1|UGRP1|pnSP-1	secretoglobin family 3A member 2	protein-coding
master_peak_4882	chr5	111669085	111669085	+	25.1505	NA	intron (NR_040093, intron 1 of 6)	intron (NR_040093, intron 1 of 6)	87166	NM_001142483	9315	Hs.36053	NM_004772	ENSG00000134986	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	neuronal regeneration related protein	protein-coding
master_peak_1237	chr5	27131023	27131023	+	25.1264	NA	Intergenic	Intergenic	-92437	NM_016279	1007	Hs.272212	NM_016279	ENSG00000113100	CDH9	-	cadherin 9	protein-coding
master_peak_4978	chr5	113279330	113279330	+	25.114	NA	intron (NM_001085377, intron 3 of 18)	intron (NM_001085377, intron 3 of 18)	15608	NM_002387	4163	Hs.593171	NM_002387	ENSG00000171444	MCC	MCC1	MCC regulator of WNT signaling pathway	protein-coding
master_peak_1436	chr5	33181264	33181264	+	25.1085	NA	Intergenic	Intergenic	-48471	NR_147008	105374716	Hs.582475	NR_147008	ENSG00000251443	LINC02160	-	long intergenic non-protein coding RNA 2160	ncRNA
master_peak_2167	chr5	52657341	52657341	+	25.0672	NA	Intergenic	Intergenic	-130575	NM_181501	3672	Hs.644352	NM_181501	ENSG00000213949	ITGA1	CD49a|VLA1	integrin subunit alpha 1	protein-coding
master_peak_6924	chr5	150044559	150044559	+	25.0473	NA	intron (NM_014983, intron 15 of 19)	MER5A|DNA|hAT-Charlie	42081	NR_109969	1436	Hs.586219	NM_005211	ENSG00000182578	CSF1R	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	colony stimulating factor 1 receptor	protein-coding
master_peak_4749	chr5	108296382	108296382	+	24.9674	NA	intron (NM_001163315, intron 4 of 8)	intron (NM_001163315, intron 4 of 8)	85716	NM_001163315	64839	Hs.657225	NM_022824	ENSG00000145743	FBXL17	FBXO13|Fbl17|Fbx13	F-box and leucine rich repeat protein 17	protein-coding
master_peak_709	chr5	12945842	12945842	+	24.9674	NA	intron (NR_147005, intron 2 of 4)	AluSz|SINE|Alu	87044	NR_147005	105374658		NR_147005		LINC02220	-	long intergenic non-protein coding RNA 2220	ncRNA
master_peak_1678	chr5	37736322	37736322	+	24.9165	NA	intron (NM_001345998, intron 17 of 17)	intron (NM_001345998, intron 17 of 17)	98500	NM_001278098	2668	Hs.248114	NM_000514	ENSG00000168621	GDNF	ATF|ATF1|ATF2|HFB1-GDNF|HSCR3	glial cell derived neurotrophic factor	protein-coding
master_peak_3067	chr5	71483743	71483743	+	24.8778	NA	intron (NM_018429, intron 7 of 38)	intron (NM_018429, intron 7 of 38)	28092	NM_018429	55814	Hs.258272	NM_018429	ENSG00000145734	BDP1	DFNB112|HSA238520|TAF3B1|TFC5|TFIIIB''|TFIIIB150|TFIIIB90|TFNR	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	protein-coding
master_peak_2290	chr5	54760932	54760932	+	24.8778	NA	Intergenic	Intergenic	-16674	NR_104658	102467080	Hs.637409	NR_104658		LOC102467080	-	uncharacterized LOC102467080	ncRNA
master_peak_5903	chr5	134525541	134525541	+	24.8652	NA	promoter-TSS (NM_001289984)	promoter-TSS (NM_001289984)	-129	NM_001289985	23338	Hs.732155	NM_015288	ENSG00000043143	JADE2	JADE-2|PHF15	jade family PHD finger 2	protein-coding
master_peak_2912	chr5	66850224	66850224	+	24.8627	NA	intron (NM_015183, intron 1 of 27)	MIR3|SINE|MIR	21451	NM_015183	375449	Hs.595458	NM_015183	ENSG00000069020	MAST4	-	microtubule associated serine/threonine kinase family member 4	protein-coding
master_peak_6833	chr5	149144992	149144992	+	24.8627	NA	intron (NM_001370418, intron 1 of 18)	L1PA16|LINE|L1	3261	NM_001301015	22885	Hs.49688	NM_014945	ENSG00000173210	ABLIM3	HMFN1661	actin binding LIM protein family member 3	protein-coding
master_peak_5556	chr5	127875857	127875857	+	24.8467	NA	intron (NM_001317938, intron 6 of 6)	intron (NM_001317938, intron 6 of 6)	172468	NM_001317938	728586	Hs.582532	NM_001317938	ENSG00000230561	CCDC192	LINC01183	coiled-coil domain containing 192	protein-coding
master_peak_2276	chr5	54489791	54489791	+	24.8353	NA	Intergenic	Intergenic	-27968	NM_001102575	112574	Hs.432755	NM_052870	ENSG00000178996	SNX18	SH3PX2|SH3PXD3B|SNAG1	sorting nexin 18	protein-coding
master_peak_8151	chr5	175254014	175254014	+	24.8261	NA	Intergenic	MIRb|SINE|MIR	190168	NM_000794	1812	Hs.2624	NM_000794	ENSG00000184845	DRD1	DADR|DRD1A	dopamine receptor D1	protein-coding
master_peak_6749	chr5	147857907	147857907	+	24.8225	NA	Intergenic	Intergenic	-18676	NM_001354966	6690	Hs.407856	NM_003122	ENSG00000164266	SPINK1	PCTT|PSTI|Spink3|TATI|TCP	serine peptidase inhibitor, Kazal type 1	protein-coding
master_peak_2559	chr5	59526375	59526375	+	24.8159	NA	intron (NM_001349242, intron 1 of 16)	intron (NM_001349242, intron 1 of 16)	60123	NM_001349242	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_6846	chr5	149265994	149265994	+	24.7985	NA	Intergenic	MIR|SINE|MIR	-5844	NM_001323063	134265	Hs.62930	NM_152406	ENSG00000157510	AFAP1L1	-	actin filament associated protein 1 like 1	protein-coding
master_peak_2399	chr5	56671343	56671343	+	24.7803	NA	Intergenic	Intergenic	-65087	NR_161255	101928448	Hs.208052	NM_001287053	ENSG00000225940	C5orf67	-	chromosome 5 open reading frame 67	ncRNA
master_peak_5631	chr5	129461873	129461873	+	24.7715	NA	intron (NM_133638, intron 2 of 22)	intron (NM_133638, intron 2 of 22)	-1184	NR_125748	103689846	Hs.628635	NR_125748	ENSG00000249421	ADAMTS19-AS1	-	ADAMTS19 antisense RNA 1	ncRNA
master_peak_1826	chr5	39730511	39730511	+	24.7557	NA	Intergenic	Intergenic	210080	NR_104632	101926940	Hs.436359	NR_104632	ENSG00000271334	LINC02104	-	long intergenic non-protein coding RNA 2104	ncRNA
master_peak_5393	chr5	124436726	124436726	+	24.7545	NA	intron (NR_125774, intron 2 of 5)	AluJo|SINE|Alu	1794	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
master_peak_4637	chr5	104800787	104800787	+	24.7384	NA	Intergenic	L1PB4|LINE|L1	-298687	NR_000039	9366	Hs.158296	NR_000039	ENSG00000232159	RAB9BP1	RAB9P1	RAB9B, member RAS oncogene family pseudogene 1	pseudo
master_peak_2049	chr5	44863201	44863201	+	24.732	NA	Intergenic	Intergenic	54254	NM_016640	10884	Hs.124165	NM_016640	ENSG00000112996	MRPS30	MRP-S30|PAP|PDCD9|S30mt	mitochondrial ribosomal protein S30	protein-coding
master_peak_3531	chr5	79771774	79771774	+	24.729	NA	intron (NM_153610, intron 9 of 12)	MIRb|SINE|MIR	81938	NM_153610	202333	Hs.482625	NM_153610	ENSG00000164309	CMYA5	C5orf10|SPRYD2|TRIM76	cardiomyopathy associated 5	protein-coding
master_peak_2949	chr5	67301710	67301710	+	24.7268	NA	Intergenic	Intergenic	-104911	NM_005582	4064	Hs.87205	NM_005582	ENSG00000134061	CD180	LY64|Ly78|RP105	CD180 molecule	protein-coding
master_peak_1631	chr5	36656866	36656866	+	24.725	NA	intron (NM_004172, intron 3 of 9)	intron (NM_004172, intron 3 of 9)	50260	NM_004172	6507	Hs.481918	NM_004172	ENSG00000079215	SLC1A3	EA6|EAAT1|GLAST|GLAST1	solute carrier family 1 member 3	protein-coding
master_peak_6137	chr5	138537206	138537206	+	24.6823	NA	intron (NM_001291975, intron 2 of 11)	(CTCTTTC)n|Simple_repeat|Simple_repeat	4505	NM_001291974	2107	Hs.483494	NM_004730	ENSG00000120705	ETF1	D5S1995|ERF|ERF1|RF1|SUP45L1|TB3-1	eukaryotic translation termination factor 1	protein-coding
master_peak_1236	chr5	27124996	27124996	+	24.6674	NA	Intergenic	Intergenic	-86410	NM_016279	1007	Hs.272212	NM_016279	ENSG00000113100	CDH9	-	cadherin 9	protein-coding
master_peak_2759	chr5	63262625	63262625	+	24.6543	NA	Intergenic	L1MEc|LINE|L1	683806	NM_181506	100130733	Hs.721348	NM_181506	ENSG00000186105	LRRC70	SLRN	leucine rich repeat containing 70	protein-coding
master_peak_5432	chr5	125227759	125227759	+	24.6515	NA	intron (NR_109882, intron 4 of 5)	intron (NR_109882, intron 4 of 5)	190928	NR_109882	101927421	Hs.121305	NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
master_peak_2280	chr5	54571247	54571247	+	24.6472	NA	Intergenic	Intergenic	53488	NM_001145427	112574	Hs.432755	NM_052870	ENSG00000178996	SNX18	SH3PX2|SH3PXD3B|SNAG1	sorting nexin 18	protein-coding
master_peak_7034	chr5	151185660	151185660	+	24.642	NA	intron (NM_015621, intron 6 of 8)	MIRb|SINE|MIR	-26474	NR_160730	105378230		NR_160730		LOC105378230	-	uncharacterized LOC105378230	ncRNA
master_peak_1284	chr5	28524328	28524328	+	24.5826	NA	Intergenic	Intergenic	-236663	NR_134265	105374698	Hs.124461	NR_134265	ENSG00000249785	LINC02103	-	long intergenic non-protein coding RNA 2103	ncRNA
master_peak_2147	chr5	51961464	51961464	+	24.5738	NA	Intergenic	Intergenic	-46567	NR_147166	105378960	Hs.639310	NR_147166	ENSG00000248789	LINC02118	-	long intergenic non-protein coding RNA 2118	ncRNA
master_peak_1414	chr5	32794483	32794483	+	24.5737	NA	Intergenic	Intergenic	83162	NM_000908	4883	Hs.13528	NM_000908	ENSG00000113389	NPR3	ANP-C|ANPR-C|ANPRC|C5orf23|GUCY2B|NPR-C|NPRC	natriuretic peptide receptor 3	protein-coding
master_peak_963	chr5	17090101	17090101	+	24.5471	NA	Intergenic	MLT1I|LTR|ERVL-MaLR	65891	NR_162112	113218490		NR_162112		MIR10522	-	microRNA 10522	ncRNA
master_peak_2602	chr5	60178400	60178400	+	24.5444	NA	intron (NM_001349243, intron 2 of 16)	intron (NM_001349243, intron 2 of 16)	194263	NM_001364600	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_2513	chr5	58692183	58692183	+	24.5391	NA	intron (NM_138453, intron 2 of 4)	intron (NM_138453, intron 2 of 4)	109108	NM_138453	115827	Hs.4290	NM_138453	ENSG00000152932	RAB3C	-	RAB3C, member RAS oncogene family	protein-coding
master_peak_3750	chr5	84239852	84239852	+	24.5254	NA	intron (NM_005711, intron 2 of 10)	L3|LINE|CR1	145015	NM_001278642	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
master_peak_8407	chr5	179668792	179668792	+	24.5125	NA	intron (NR_134259, intron 3 of 3)	intron (NR_134259, intron 3 of 3)	10686	NR_134259	105377763	Hs.571027	NR_134259		LOC105377763	-	uncharacterized LOC105377763	ncRNA
master_peak_486	chr5	9173975	9173975	+	24.4779	NA	intron (NM_003966, intron 11 of 22)	intron (NM_003966, intron 11 of 22)	-120080	NR_039779	100616326		NR_039779	ENSG00000266415	MIR4636	mir-4636	microRNA 4636	ncRNA
master_peak_8045	chr5	172979165	172979165	+	24.4762	NA	Intergenic	AluY|SINE|Alu	-4606	NM_003945	8992	Hs.484188	NM_003945	ENSG00000113732	ATP6V0E1	ATP6H|ATP6V0E|M9.2|Vma21|Vma21p	ATPase H+ transporting V0 subunit e1	protein-coding
master_peak_4795	chr5	109479618	109479618	+	24.4754	NA	Intergenic	Intergenic	-69644	NM_014819	9867	Hs.483036	NM_014819	ENSG00000198961	PJA2	Neurodap1|RNF131	praja ring finger ubiquitin ligase 2	protein-coding
master_peak_5396	chr5	124545020	124545020	+	24.4116	NA	Intergenic	Intergenic	-106500	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
master_peak_337	chr5	5827323	5827323	+	24.4038	NA	Intergenic	Intergenic	404646	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
master_peak_5660	chr5	130542219	130542219	+	24.4033	NA	Intergenic	HERVP71A-int|LTR|ERV1	623037	NM_005340	3094	Hs.483305	NM_005340	ENSG00000169567	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding
master_peak_1449	chr5	33355169	33355169	+	24.3936	NA	Intergenic	Intergenic	-85527	NM_001258437	6897	Hs.481860	NM_152295	ENSG00000113407	TARS	ThrRS	threonyl-tRNA synthetase	protein-coding
master_peak_5692	chr5	131380049	131380049	+	24.3752	NA	intron (NM_001038702, intron 2 of 4)	AluSx1|SINE|Alu	116040	NM_001038702	56990	Hs.508829	NM_020240	ENSG00000158985	CDC42SE2	SPEC2	CDC42 small effector 2	protein-coding
master_peak_7036	chr5	151214505	151214505	+	24.3745	NA	intron (NR_160730, intron 2 of 3)	intron (NR_160730, intron 2 of 3)	2371	NR_160730	105378230		NR_160730		LOC105378230	-	uncharacterized LOC105378230	ncRNA
master_peak_4424	chr5	98965010	98965010	+	24.3453	NA	intron (NR_151718, intron 1 of 3)	L1MC5a|LINE|L1	-35296	NR_157079	1105	Hs.643465	NM_001270	ENSG00000153922	CHD1	CHD-1|PILBOS	chromodomain helicase DNA binding protein 1	protein-coding
master_peak_8188	chr5	175868281	175868281	+	24.3073	NA	intron (NM_006650, intron 2 of 4)	intron (NM_006650, intron 2 of 4)	-3297	NM_001008220	10814	Hs.193235	NM_006650	ENSG00000145920	CPLX2	921-L|CPX-2|CPX2|Hfb1	complexin 2	protein-coding
master_peak_3001	chr5	68549527	68549527	+	24.3045	NA	Intergenic	Intergenic	256950	NM_001242466	5295	Hs.132225	NM_181504	ENSG00000145675	PIK3R1	AGM7|GRB1|IMD36|p85|p85-ALPHA	phosphoinositide-3-kinase regulatory subunit 1	protein-coding
master_peak_1423	chr5	32917008	32917008	+	24.299	NA	Intergenic	Intergenic	-30435	NR_033832	340113	Hs.434404	NR_033832	ENSG00000248279	LINC02120	-	long intergenic non-protein coding RNA 2120	ncRNA
master_peak_4465	chr5	100445362	100445362	+	24.299	NA	Intergenic	MER76|LTR|ERVL	-57108	NR_027503	100133050	Hs.534796	NR_027503		LOC100133050	-	glucuronidase beta pseudogene	pseudo
master_peak_7532	chr5	162224502	162224502	+	24.2916	NA	Intergenic	L1MC3|LINE|L1	156860	NM_198904	2566	Hs.7195	NM_000816	ENSG00000113327	GABRG2	CAE2|ECA2|EIEE74|FEB8|GEFSP3	gamma-aminobutyric acid type A receptor gamma2 subunit	protein-coding
master_peak_3135	chr5	72552536	72552536	+	24.2696	NA	Intergenic	Intergenic	-4541	NR_105008	102503427	Hs.429280	NR_105008		LOC102503427	-	uncharacterized LOC102503427	ncRNA
master_peak_5468	chr5	126339634	126339634	+	24.2644	NA	Intergenic	Intergenic	-20486	NM_001146319	65983	Hs.363558	NM_023927	ENSG00000155324	GRAMD2B	GRAMD3|NS3TP2	GRAM domain containing 2B	protein-coding
master_peak_8068	chr5	173429938	173429938	+	24.249	NA	Intergenic	MIR|SINE|MIR	82483	NR_107023	102465862		NR_107023	ENSG00000274994	MIR8056	hsa-mir-8056	microRNA 8056	ncRNA
master_peak_7397	chr5	159342181	159342181	+	24.2342	NA	intron (NR_037889, intron 2 of 4)	L2b|LINE|L2	10663	NR_037889	285626	Hs.449275	NR_037889	ENSG00000249738	LOC285626	-	uncharacterized LOC285626	ncRNA
master_peak_4031	chr5	91226453	91226453	+	24.2304	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	87949	NR_103548	100505994	Hs.628363	NR_103548	ENSG00000248323	LUCAT1	SCAL1|SCAT5	lung cancer associated transcript 1	ncRNA
master_peak_6818	chr5	148998605	148998605	+	24.2241	NA	3' UTR (NM_024577, exon 17 of 17)	3' UTR (NM_024577, exon 17 of 17)	63804	NR_030310	693169		NR_030310	ENSG00000207714	MIR584	MIRN584|hsa-mir-584	microRNA 584	ncRNA
master_peak_704	chr5	12865821	12865821	+	24.2182	NA	Intergenic	Intergenic	167065	NR_147005	105374658		NR_147005		LINC02220	-	long intergenic non-protein coding RNA 2220	ncRNA
master_peak_2641	chr5	61011211	61011211	+	24.214	NA	intron (NM_174889, intron 1 of 3)	intron (NM_174889, intron 1 of 3)	66006	NM_174889	91942	Hs.591757	NM_174889	ENSG00000164182	NDUFAF2	B17.2L|MC1DN10|MMTN|NDUFA12L|mimitin	NADH:ubiquinone oxidoreductase complex assembly factor 2	protein-coding
master_peak_4110	chr5	93151076	93151076	+	24.2082	NA	Intergenic	Intergenic	420267	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_406	chr5	7857295	7857295	+	24.1771	NA	Intergenic	Intergenic	-6162	NM_001089584	134121	Hs.709979	NM_001089584	ENSG00000215217	C5orf49	-	chromosome 5 open reading frame 49	protein-coding
master_peak_6691	chr5	146805462	146805462	+	24.166	NA	intron (NM_001271899, intron 2 of 9)	intron (NM_001271899, intron 2 of 9)	73323	NM_181675	5521	Hs.627618	NM_181674	ENSG00000156475	PPP2R2B	B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12	protein phosphatase 2 regulatory subunit Bbeta	protein-coding
master_peak_5633	chr5	129541982	129541982	+	24.1274	NA	intron (NM_133638, intron 6 of 22)	MLT1N2|LTR|ERVL-MaLR	-81293	NR_125748	103689846	Hs.628635	NR_125748	ENSG00000249421	ADAMTS19-AS1	-	ADAMTS19 antisense RNA 1	ncRNA
master_peak_8293	chr5	177369452	177369452	+	24.1055	NA	intron (NM_006480, intron 9 of 14)	intron (NM_006480, intron 9 of 14)	11528	NM_001366618	10636	Hs.9347	NM_006480	ENSG00000169220	RGS14	-	regulator of G protein signaling 14	protein-coding
